Protein,PName,PepCount,BL_BLUS_pval,BL_OGD_pval,OGD_OGDUS_pval,BL_OGD_FC,BL_BLUS_FC,OGD_OGDUS_FC,BL_Avg,BL_avg2,BL+US,OGD_avg,OGD_avg2,OGD+US
BOLA1_MOUSE,BolA-like protein 1; Accession=Q9D8S9; [Mus musculus (Mouse)],4,0.12,0.02,0.18,0.87,0.68,-0.23,25.19,25.19,24.51,24.33,24.33,24.56
BOLA2_MOUSE,BolA-like protein 2; Accession=Q8BGS2; Q0P601; [Mus musculus (Mouse)],3,0.91,0.57,0.77,0.10,0.01,0.05,26.03,26.03,26.01,25.93,25.93,25.87
BOLA3_MOUSE,BolA-like protein 3; Accession=Q8CEI1; [Mus musculus (Mouse)],1,0.26,0.48,0.81,0.46,0.72,0.18,23.78,23.78,23.06,23.32,23.32,23.15
BOP1_MOUSE,Ribosome biogenesis protein BOP1 {ECO:0000255|HAMAP-Rule:MF_03027}; AltName: Full=Block of proliferation 1 protein {ECO:0000255|HAMAP-Rule:MF_03027}; Accession=P97452; Q3TK87; Q6ZQI9; Q91X31; [Mus musculus (Mouse)],5,0.85,0.54,0.34,0.30,0.06,-0.57,23.81,23.81,23.74,23.50,23.50,24.07
BORG5_MOUSE,Cdc42 effector protein 1; AltName: Full=Binder of Rho GTPases 5; Accession=Q91W92; Q9D8M1; [Mus musculus (Mouse)],2,0.13,0.34,0.96,-0.25,-0.60,0.02,23.09,23.09,23.69,23.34,23.34,23.33
BPHL_MOUSE,Valacyclovir hydrolase; Short=VACVase; Short=Valacyclovirase; EC=3.1.-.-; AltName: Full=Biphenyl hydrolase-like protein; Flags: Precursor; Accession=Q8R164; Q8BVH2; Q8R589; Q9DCC6; [Mus musculus (Mouse)],2,0.27,0.08,0.24,0.84,0.77,-0.45,24.90,24.90,24.13,24.06,24.06,24.51
BPNT1_MOUSE,"3'(2'),5'-bisphosphate nucleotidase 1; EC=3.1.3.7; AltName: Full=Bisphosphate 3'-nucleotidase 1; AltName: Full=PAP-inositol 1,4-phosphatase; Short=PIP; Accession=Q9Z0S1; Q3U8Z5; Q91XB9; Q9D7Y0; [Mus musculus (Mouse)]",1,0.30,0.08,0.26,-0.64,-0.51,0.32,22.95,22.95,23.46,23.59,23.59,23.27
BRCC3_MOUSE,Lys-63-specific deubiquitinase BRCC36; EC=3.4.19.- {ECO:0000250|UniProtKB:P46736}; AltName: Full=BRCA1-A complex subunit BRCC36; AltName: Full=BRCA1/BRCA2-containing complex subunit 3; AltName: Full=BRCA1/BRCA2-containing complex subunit 36; AltName: Full,1,0.47,0.11,0.25,0.32,-0.17,-0.22,24.77,24.77,24.94,24.46,24.46,24.68
BRD3_MOUSE,Bromodomain-containing protein 3; AltName: Full=Bromodomain-containing FSH-like protein FSRG2; Accession=Q8K2F0; Q8C665; Q8CAX7; Q9JI25; [Mus musculus (Mouse)],1,,,0.48,,,-0.31,,,,,23.79,24.10
BRE1A_MOUSE,E3 ubiquitin-protein ligase BRE1A; Short=BRE1-A; EC=6.3.2.-; AltName: Full=RING finger protein 20; Accession=Q8BVU4; [Mus musculus (Mouse)],4,0.21,0.93,0.39,0.03,-0.38,0.27,22.81,22.81,23.19,22.79,22.79,22.51
BRE1B_MOUSE,E3 ubiquitin-protein ligase BRE1B; Short=BRE1-B; EC=6.3.2.-; AltName: Full=RING finger protein 40; Accession=Q3U319; Q6ZQ75; Q8BJA1; Q8BY03; Q8CHX4; [Mus musculus (Mouse)],2,0.28,0.55,0.80,-0.36,-0.56,-0.11,22.85,22.85,23.41,23.21,23.21,23.32
BRK1_MOUSE,Protein BRICK1; Short=BRK1; Accession=Q91VR8; Q3TLB8; [Mus musculus (Mouse)],3,0.78,0.86,0.76,-0.04,0.10,-0.05,26.51,26.51,26.41,26.55,26.55,26.60
BROX_MOUSE,BRO1 domain-containing protein BROX; AltName: Full=BRO1 domain- and CAAX motif-containing protein; Flags: Precursor; Accession=Q8K2Q7; Q8BWM8; Q9DCT7; [Mus musculus (Mouse)],2,0.76,0.49,0.90,0.38,0.13,0.07,24.32,24.32,24.20,23.94,23.94,23.87
BRX1_MOUSE,Ribosome biogenesis protein BRX1 homolog; AltName: Full=Brix domain-containing protein 2; Accession=Q9DCA5; Q3THD3; Q91YS6; [Mus musculus (Mouse)],3,0.22,0.05,0.99,-0.77,-0.39,0.00,24.11,24.11,24.50,24.89,24.89,24.88
BSDC1_MOUSE,BSD domain-containing protein 1; Accession=Q80Y55; B2KGE2; Q8BI04; Q8VDP1; [Mus musculus (Mouse)],2,0.58,0.74,0.91,-0.20,0.17,0.06,22.96,22.96,22.79,23.16,23.16,23.10
BST1_MOUSE,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2; EC=3.2.2.6; AltName: Full=ADP-ribosyl cyclase 2; AltName: Full=Antigen BP3; AltName: Full=BP-3 alloantigen; AltName: Full=Bone marrow stromal antigen 1; Short=BST-1; AltName: Full=Cyclic ADP-ribose hydrol,2,0.30,0.16,0.47,0.72,0.76,-0.35,24.21,24.21,23.45,23.49,23.49,23.84
BST2_MOUSE,Bone marrow stromal antigen 2; Short=BST-2; AltName: Full=HM1.24 antigen; AltName: CD_antigen=CD317; Flags: Precursor; Accession=Q8R2Q8; Q8CEY7; [Mus musculus (Mouse)],3,0.86,0.50,0.76,0.17,0.04,-0.08,27.13,27.13,27.09,26.96,26.96,27.04
BT3L4_MOUSE,Transcription factor BTF3 homolog 4; AltName: Full=Basic transcription factor 3-like 4; Accession=Q9CQH7; [Mus musculus (Mouse)],3,0.41,0.44,0.95,0.40,0.49,0.05,24.48,24.48,23.98,24.07,24.07,24.02
BTF3_MOUSE,Transcription factor BTF3; AltName: Full=Nascent polypeptide-associated complex subunit beta; Short=NAC-beta; AltName: Full=RNA polymerase B transcription factor 3; Accession=Q64152; Q64153; Q6GU63; Q6P3F3; [Mus musculus (Mouse)],6,0.53,0.62,0.58,-0.13,0.20,0.09,27.77,27.77,27.57,27.90,27.90,27.81
BUB3_MOUSE,Mitotic checkpoint protein BUB3; AltName: Full=WD repeat type I transmembrane protein A72.5; Accession=Q9WVA3; P97397; Q6ZWM5; [Mus musculus (Mouse)],4,0.22,0.21,0.23,-0.73,-0.66,0.55,23.66,23.66,24.32,24.39,24.39,23.84
BYST_MOUSE,Bystin; Accession=O54825; Q3THF4; Q3UPY9; Q8VD68; [Mus musculus (Mouse)],2,0.50,0.36,0.90,-0.41,-0.24,0.05,22.70,22.70,22.94,23.11,23.11,23.06
BZW1_MOUSE,Basic leucine zipper and W2 domain-containing protein 1; Accession=Q9CQC6; Q3THS5; Q3UZ94; [Mus musculus (Mouse)],17,0.99,0.59,0.97,0.21,-0.01,-0.01,25.18,25.18,25.18,24.97,24.97,24.98
BZW2_MOUSE,Basic leucine zipper and W2 domain-containing protein 2; Accession=Q91VK1; Q9D0N4; [Mus musculus (Mouse)],2,0.68,0.27,0.45,-0.43,-0.12,0.22,23.42,23.42,23.54,23.85,23.85,23.63
BZW2_MUSMM,Basic leucine zipper and W2 domain-containing protein 2; AltName: Full=Brain development-related molecule 2; Accession=Q2L4X1; [Mus musculus molossinus (Japanese house mouse)],3,0.88,0.81,0.27,-0.21,-0.08,0.99,23.88,23.88,23.96,24.08,24.08,23.09
C10_MOUSE,Protein C10; Accession=O35127; Q545G8; [Mus musculus (Mouse)],2,0.71,0.87,0.47,-0.07,-0.16,0.24,24.55,24.55,24.70,24.62,24.62,24.39
C1QBP_MOUSE,"Complement component 1 Q subcomponent-binding protein, mitochondrial; AltName: Full=GC1q-R protein; AltName: Full=Glycoprotein gC1qBP; Short=C1qBP; Flags: Precursor; Accession=O35658; [Mus musculus (Mouse)]",4,0.55,0.31,0.89,-0.40,0.06,0.07,26.23,26.23,26.17,26.63,26.63,26.56
C1QR1_MOUSE,Complement component C1q receptor; AltName: Full=C1q/MBL/SPA receptor; Short=C1qR(p); Short=C1qRp; AltName: Full=Cell surface antigen AA4; AltName: Full=Complement component 1 q subcomponent receptor 1; AltName: Full=Lymphocyte antigen 68; Short=Ly-68; Al,2,0.43,0.07,0.97,0.71,0.29,-0.02,26.01,26.01,25.72,25.30,25.30,25.32
C1TC_MOUSE,"C-1-tetrahydrofolate synthase, cytoplasmic; Short=C1-THF synthase; Includes: Methylenetetrahydrofolate dehydrogenase; EC=1.5.1.5; Includes: Methenyltetrahydrofolate cyclohydrolase; EC=3.5.4.9; Includes: Formyltetrahydrofolate synthetase; EC=6.3.4.3; Conta",20,0.61,0.93,0.78,0.02,0.08,0.04,27.23,27.23,27.15,27.21,27.21,27.18
C1TM_MOUSE,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial; EC=6.3.4.3; AltName: Full=Formyltetrahydrofolate synthetase; Flags: Precursor; Accession=Q3V3R1; Q3TVQ0; Q3V402; Q80V98; Q8CAL0; Q8K2N5; [Mus musculus (Mouse)]",7,0.21,0.29,0.94,0.31,0.29,0.02,24.28,24.28,23.99,23.97,23.97,23.95
C2D1B_MOUSE,Coiled-coil and C2 domain-containing protein 1B; AltName: Full=Five prime repressor element under dual repression-binding protein 2; Short=FRE under dual repression-binding protein 2; Short=Freud-2; Accession=Q8BRN9; B2RQ40; Q3UJ60; Q69Z95; [Mus musculus ,1,0.97,,,,-0.01,,23.02,,23.03,,,
C43BP_MOUSE,Collagen type IV alpha-3-binding protein; AltName: Full=Ceramide transfer protein; AltName: Full=Goodpasture antigen-binding protein; Short=GPBP; AltName: Full=START domain-containing protein 11; Short=StARD11; AltName: Full=StAR-related lipid transfer pr,6,0.44,0.09,0.30,0.51,0.23,-0.28,24.25,24.25,24.01,23.74,23.74,24.01
C560_MOUSE,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial; AltName: Full=Integral membrane protein CII-3; AltName: Full=QPs-1; Short=QPs1; Flags: Precursor; Accession=Q9CZB0; Q544Q9; Q99JP2; Q9DCU7; [Mus musculus (Mouse)]",2,0.17,0.38,0.80,-0.18,-0.23,-0.05,26.58,26.58,26.81,26.76,26.76,26.81
CA123_MOUSE,UPF0587 protein C1orf123 homolog; Accession=Q8BHG2; A2A8E3; A2A8E5; Q8C7D6; Q9D1H2; Q9DCH5; [Mus musculus (Mouse)],2,0.39,0.52,0.46,-0.14,-0.20,0.22,23.14,23.14,23.34,23.28,23.28,23.06
CA198_MOUSE,Uncharacterized protein C1orf198 homolog; Accession=Q8C3W1; Q3TCS2; Q3U2K7; Q3U3E1; Q6PDM3; [Mus musculus (Mouse)],3,0.09,0.04,0.25,-1.31,-0.82,0.98,21.97,21.97,22.79,23.29,23.29,22.31
CACO1_MOUSE,Calcium-binding and coiled-coil domain-containing protein 1; AltName: Full=Coiled-coil coactivator protein; Accession=Q8CGU1; Q5DTX0; Q9D935; [Mus musculus (Mouse)],1,0.82,0.90,0.36,0.04,-0.08,-0.28,24.38,24.38,24.46,24.35,24.35,24.63
CAD13_MOUSE,Cadherin-13; AltName: Full=Heart cadherin; Short=H-cadherin; AltName: Full=Truncated cadherin; Short=T-cad; Short=T-cadherin; Flags: Precursor; Accession=Q9WTR5; Q8BG11; [Mus musculus (Mouse)],3,0.47,0.79,0.31,-0.10,0.52,0.68,24.36,24.36,23.84,24.46,24.46,23.78
CADH2_MOUSE,Cadherin-2; AltName: Full=Neural cadherin; Short=N-cadherin; AltName: CD_antigen=CD325; Flags: Precursor; Accession=P15116; Q64260; Q6GU11; [Mus musculus (Mouse)],5,0.72,0.64,0.87,-0.15,-0.11,-0.04,26.67,26.67,26.78,26.82,26.82,26.86
CADH5_MOUSE,Cadherin-5; AltName: Full=Vascular endothelial cadherin; Short=VE-cadherin; AltName: CD_antigen=CD144; Flags: Precursor; Accession=P55284; O35542; [Mus musculus (Mouse)],5,0.41,0.49,0.15,0.30,0.41,-0.35,25.50,25.50,25.09,25.20,25.20,25.55
CAH8_MOUSE,Carbonic anhydrase-related protein; Short=CARP; AltName: Full=Carbonic anhydrase VIII; Short=CA-VIII; Accession=P28651; Q8CF58; Q91XF6; [Mus musculus (Mouse)],3,0.39,0.20,0.83,0.22,-0.16,-0.06,25.85,25.85,26.01,25.63,25.63,25.69
CALR_MOUSE,Calreticulin; AltName: Full=CRP55; AltName: Full=Calregulin; AltName: Full=Endoplasmic reticulum resident protein 60; Short=ERp60; AltName: Full=HACBP; Flags: Precursor; Accession=P14211; Q3TVD2; [Mus musculus (Mouse)],10,0.89,0.80,0.92,0.07,-0.02,0.04,25.81,25.81,25.83,25.74,25.74,25.69
CALU_MOUSE,Calumenin; AltName: Full=Crocalbin; Flags: Precursor; Accession=O35887; [Mus musculus (Mouse)],25,0.92,0.88,0.69,-0.04,-0.02,-0.10,30.15,30.15,30.16,30.18,30.18,30.29
CALX_MOUSE,Calnexin; Flags: Precursor; Accession=P35564; [Mus musculus (Mouse)],46,0.57,0.44,0.24,-0.12,0.09,0.17,29.45,29.45,29.36,29.57,29.57,29.40
CAMLG_MOUSE,Calcium signal-modulating cyclophilin ligand; Short=CAML; Accession=P49070; Q99JU5; [Mus musculus (Mouse)],1,0.52,0.52,0.90,-0.59,-0.63,-0.10,22.52,22.52,23.15,23.11,23.11,23.21
CAMP2_MOUSE,Calmodulin-regulated spectrin-associated protein 2; AltName: Full=Calmodulin-regulated spectrin-associated protein 1-like protein 1; Accession=Q8C1B1; B7ZNI4; Q80TK8; Q8C4J5; [Mus musculus (Mouse)],1,,,,,,,,,,,,
CAN1_MOUSE,Calpain-1 catalytic subunit; EC=3.4.22.52; AltName: Full=Calcium-activated neutral proteinase 1; Short=CANP 1; AltName: Full=Calpain mu-type; AltName: Full=Calpain-1 large subunit; AltName: Full=Micromolar-calpain; Short=muCANP; Accession=O35350; O88666; ,1,,0.69,0.81,0.25,,-0.13,,23.39,,23.14,23.14,23.27
CAN2_MOUSE,Calpain-2 catalytic subunit; EC=3.4.22.53; AltName: Full=80 kDa M-calpain subunit; Short=CALP80; AltName: Full=Calcium-activated neutral proteinase 2; Short=CANP 2; AltName: Full=Calpain M-type; AltName: Full=Calpain-2 large subunit; AltName: Full=Millimo,25,0.73,0.78,0.33,0.04,0.04,-0.14,27.93,27.93,27.89,27.89,27.89,28.03
CAN5_MOUSE,Calpain-5; EC=3.4.22.-; AltName: Full=New calpain 3; Short=nCL-3; Accession=O08688; Q91YU0; [Mus musculus (Mouse)],1,,,,,,,,,,,,
CAND1_MOUSE,Cullin-associated NEDD8-dissociated protein 1; AltName: Full=Cullin-associated and neddylation-dissociated protein 1; AltName: Full=p120 CAND1; Accession=Q6ZQ38; Q6PFR0; Q9CV45; [Mus musculus (Mouse)],26,0.38,0.72,0.83,0.05,-0.12,-0.02,27.60,27.60,27.72,27.55,27.55,27.57
CAND2_MOUSE,Cullin-associated NEDD8-dissociated protein 2; AltName: Full=Cullin-associated and neddylation-dissociated protein 2; AltName: Full=TBP-interacting protein of 120 kDa B; Short=TBP-interacting protein 120B; AltName: Full=p120 CAND2; Accession=Q6ZQ73; Q6PHT,2,0.98,0.96,0.39,0.01,-0.01,-0.23,23.96,23.96,23.97,23.95,23.95,24.18
CAP1_MOUSE,Adenylyl cyclase-associated protein 1; Short=CAP 1; Accession=P40124; Q8BPT7; [Mus musculus (Mouse)],44,0.74,0.51,0.87,0.09,-0.04,-0.01,29.32,29.32,29.37,29.23,29.23,29.25
CAPG_MOUSE,Macrophage-capping protein; AltName: Full=Actin regulatory protein CAP-G; AltName: Full=Actin-capping protein GCAP39; AltName: Full=Myc basic motif homolog 1; Accession=P24452; [Mus musculus (Mouse)],6,0.56,0.53,0.74,0.18,0.18,0.11,26.07,26.07,25.89,25.90,25.90,25.79
CAPR1_MOUSE,Caprin-1; AltName: Full=Cytoplasmic activation- and proliferation-associated protein 1; AltName: Full=GPI-anchored membrane protein 1; AltName: Full=GPI-anchored protein p137; Short=GPI-p137; Short=p137GPI; AltName: Full=Membrane component chromosome 11 s,14,0.28,0.19,0.56,0.36,0.25,-0.14,26.05,26.05,25.80,25.69,25.69,25.83
CAPZB_MOUSE,F-actin-capping protein subunit beta; AltName: Full=CapZ beta; Accession=P47757; A2AMV7; [Mus musculus (Mouse)],10,0.68,0.90,0.60,0.03,-0.07,-0.13,27.81,27.81,27.87,27.78,27.78,27.91
CARF_MOUSE,CDKN2A-interacting protein; AltName: Full=Collaborator of ARF; Accession=Q8BI72; [Mus musculus (Mouse)],1,0.15,0.24,0.53,0.45,-0.55,-0.27,22.72,22.72,23.27,22.27,22.27,22.54
CARM1_MOUSE,"Histone-arginine methyltransferase CARM1; EC=2.1.1.319 {ECO:0000269|PubMed:11341840, ECO:0000269|PubMed:17882261, ECO:0000269|PubMed:19843527, ECO:0000269|PubMed:19897492, ECO:0000269|PubMed:21138967}; AltName: Full=Coactivator-associated arginine methylt",3,0.28,0.88,0.67,-0.03,-0.24,0.08,23.79,23.79,24.03,23.82,23.82,23.75
CASC3_MOUSE,Protein CASC3; AltName: Full=Cancer susceptibility candidate gene 3 protein homolog; AltName: Full=Metastatic lymph node gene 51 protein homolog; Short=MLN 51 homolog; AltName: Full=Protein barentsz; Short=Btz; Short=mBtz; Accession=Q8K3W3; A3KFP7; Q3UT99,1,0.84,0.45,,-0.32,0.22,,23.58,23.58,23.36,23.90,,
CASP_MOUSE,Protein CASP; Accession=P70403; Q7TQJ4; Q91WN6; [Mus musculus (Mouse)],1,,,0.90,,,-0.08,,,,,22.49,22.57
CASP3_MOUSE,Caspase-3; Short=CASP-3; EC=3.4.22.56; AltName: Full=Apopain; AltName: Full=Cysteine protease CPP32; Short=CPP-32; AltName: Full=LICE; AltName: Full=Protein Yama; AltName: Full=SREBP cleavage activity 1; Short=SCA-1; Contains: Caspase-3 subunit p17; Conta,6,0.86,0.66,0.94,0.16,0.05,-0.03,27.94,27.94,27.88,27.78,27.78,27.80
CASP6_MOUSE,Caspase-6; Short=CASP-6; EC=3.4.22.59; AltName: Full=Apoptotic protease Mch-2; Contains: Caspase-6 subunit p18; Contains: Caspase-6 subunit p11; Flags: Precursor; Accession=O08738; [Mus musculus (Mouse)],2,0.77,0.72,0.90,-0.31,-0.16,0.09,22.85,22.85,23.01,23.16,23.16,23.07
CASP8_MOUSE,Caspase-8; Short=CASP-8; EC=3.4.22.61; Contains: Caspase-8 subunit p18; Contains: Caspase-8 subunit p10; Flags: Precursor; Accession=O89110; O35669; [Mus musculus (Mouse)],3,0.10,0.18,0.63,0.25,0.45,-0.10,24.87,24.87,24.42,24.62,24.62,24.72
CASPC_MOUSE,Caspase-12; Short=CASP-12; EC=3.4.22.-; Flags: Precursor; Accession=O08736; Q3TT82; [Mus musculus (Mouse)],2,0.29,0.36,0.58,0.59,0.54,-0.34,22.30,22.30,21.76,21.71,21.71,22.05
CATA_MOUSE,Catalase; EC=1.11.1.6; Accession=P24270; Q3TXQ6; [Mus musculus (Mouse)],7,0.40,0.45,0.77,0.22,0.28,-0.08,24.10,24.10,23.82,23.88,23.88,23.96
CATB_MOUSE,Cathepsin B; EC=3.4.22.1; AltName: Full=Cathepsin B1; Contains: Cathepsin B light chain; Contains: Cathepsin B heavy chain; Flags: Precursor; Accession=P10605; Q3UDW7; [Mus musculus (Mouse)],4,0.66,0.52,0.32,0.29,-0.15,-0.43,26.85,26.85,27.00,26.56,26.56,27.00
CATD_MOUSE,Cathepsin D; EC=3.4.23.5; Flags: Precursor; Accession=P18242; [Mus musculus (Mouse)],18,0.49,0.92,0.85,0.03,-0.21,-0.05,28.69,28.69,28.90,28.66,28.66,28.71
CATH_MOUSE,Pro-cathepsin H; AltName: Full=Cathepsin B3; AltName: Full=Cathepsin BA; Contains: Cathepsin H mini chain; Contains: Cathepsin H; EC=3.4.22.16; Contains: Cathepsin H heavy chain; Contains: Cathepsin H light chain; Flags: Precursor; Accession=P49935; Q3UCD,3,0.33,0.47,0.09,0.53,0.84,-1.01,24.78,24.78,23.94,24.25,24.25,25.26
CATZ_MOUSE,Cathepsin Z; EC=3.4.18.1; Flags: Precursor; Accession=Q9WUU7; [Mus musculus (Mouse)],4,0.51,0.54,0.71,-0.35,-0.26,0.23,25.67,25.67,25.93,26.02,26.02,25.79
CAV1_MOUSE,Caveolin-1; Accession=P49817; Q8C1X7; Q8CBP4; Q9QYH3; Q9QYH4; [Mus musculus (Mouse)],5,0.39,0.42,0.24,0.16,-0.13,-0.25,28.16,28.16,28.29,28.00,28.00,28.25
CAV3_MOUSE,Caveolin-3 {ECO:0000312|MGI:MGI:107570}; AltName: Full=M-caveolin; Accession=P51637; [Mus musculus (Mouse)],1,0.11,0.57,0.19,-0.11,-0.29,-0.23,25.82,25.82,26.11,25.93,25.93,26.16
CAZA1_MOUSE,F-actin-capping protein subunit alpha-1; AltName: Full=CapZ alpha-1; Accession=P47753; Q91YN7; [Mus musculus (Mouse)],8,0.66,0.64,0.64,0.08,-0.08,-0.06,28.20,28.20,28.28,28.12,28.12,28.18
CAZA2_MOUSE,F-actin-capping protein subunit alpha-2; AltName: Full=CapZ alpha-2; Accession=P47754; [Mus musculus (Mouse)],7,0.91,0.93,0.63,0.01,0.01,0.05,28.53,28.53,28.52,28.52,28.52,28.47
CBPD_MOUSE,Carboxypeptidase D; EC=3.4.17.22; AltName: Full=Metallocarboxypeptidase D; AltName: Full=gp180; Flags: Precursor; Accession=O89001; Q5SVH8; [Mus musculus (Mouse)],2,0.75,0.36,0.41,0.34,0.10,-0.32,23.65,23.65,23.55,23.31,23.31,23.63
CBPE_MOUSE,Carboxypeptidase E; Short=CPE; EC=3.4.17.10; AltName: Full=Carboxypeptidase H; Short=CPH; AltName: Full=Enkephalin convertase; AltName: Full=Prohormone-processing carboxypeptidase; Flags: Precursor; Accession=Q00493; Q64439; [Mus musculus (Mouse)],7,0.39,0.01,0.48,0.91,0.27,-0.18,24.99,24.99,24.71,24.08,24.08,24.25
CBR1_MOUSE,Carbonyl reductase [NADPH] 1; EC=1.1.1.184; AltName: Full=15-hydroxyprostaglandin dehydrogenase [NADP(+)]; EC=1.1.1.197; AltName: Full=NADPH-dependent carbonyl reductase 1; AltName: Full=Prostaglandin 9-ketoreductase; AltName: Full=Prostaglandin-E(2) 9-re,6,0.75,0.11,0.68,0.37,0.10,-0.10,26.39,26.39,26.30,26.02,26.02,26.12
CBR2_MOUSE,Carbonyl reductase [NADPH] 2; EC=1.1.1.184; AltName: Full=Adipocyte protein P27; Short=AP27; AltName: Full=Lung carbonyl reductase; Short=LCR; AltName: Full=NADPH-dependent carbonyl reductase 2; Accession=P08074; [Mus musculus (Mouse)],2,0.44,0.16,0.92,0.94,0.72,0.09,24.02,24.02,23.30,23.08,23.08,22.99
CBR3_MOUSE,Carbonyl reductase [NADPH] 3; EC=1.1.1.184; AltName: Full=NADPH-dependent carbonyl reductase 3; Accession=Q8K354; [Mus musculus (Mouse)],6,0.57,0.82,0.82,-0.06,-0.17,-0.05,25.42,25.42,25.59,25.48,25.48,25.53
CBWD1_MOUSE,COBW domain-containing protein 1; AltName: Full=Cobalamin synthase W domain-containing protein 1; Accession=Q8VEH6; Q7TSA8; Q8K399; [Mus musculus (Mouse)],1,0.19,0.80,0.32,-0.11,-0.55,-0.32,23.20,23.20,23.74,23.30,23.30,23.62
CBX1_MOUSE,Chromobox protein homolog 1; AltName: Full=Heterochromatin protein 1 homolog beta; Short=HP1 beta; AltName: Full=Heterochromatin protein p25; AltName: Full=M31; AltName: Full=Modifier 1 protein; Accession=P83917; P23197; [Mus musculus (Mouse)],7,0.71,0.37,0.65,0.25,0.08,0.19,25.90,25.90,25.83,25.66,25.66,25.47
CBX3_MOUSE,Chromobox protein homolog 3; AltName: Full=Heterochromatin protein 1 homolog gamma; Short=HP1 gamma; AltName: Full=M32; AltName: Full=Modifier 2 protein; Accession=P23198; Q921C4; [Mus musculus (Mouse)],9,0.75,0.30,0.61,-0.19,-0.06,0.12,27.51,27.51,27.56,27.70,27.70,27.58
CBX5_MOUSE,Chromobox protein homolog 5; AltName: Full=Heterochromatin protein 1 homolog alpha; Short=HP1 alpha; Accession=Q61686; Q9CS35; Q9CXD1; [Mus musculus (Mouse)],6,0.56,0.70,0.82,-0.06,-0.11,0.03,25.84,25.84,25.95,25.90,25.90,25.87
CC124_MOUSE,Coiled-coil domain-containing protein 124; Accession=Q9D8X2; Q8C2T0; [Mus musculus (Mouse)],4,0.62,0.17,0.40,0.41,0.10,-0.25,25.60,25.60,25.50,25.19,25.19,25.44
CC50A_MOUSE,Cell cycle control protein 50A; AltName: Full=P4-ATPase flippase complex beta subunit TMEM30A; AltName: Full=Transmembrane protein 30A; Accession=Q8VEK0; Q3TCJ5; Q3UDH8; Q8R0X6; Q8VEH1; [Mus musculus (Mouse)],2,0.56,0.95,0.60,-0.03,-0.23,-0.16,24.24,24.24,24.47,24.27,24.27,24.43
CCAR1_MOUSE,Cell division cycle and apoptosis regulator protein 1; AltName: Full=Cell cycle and apoptosis regulatory protein 1; Short=CARP-1; Accession=Q8CGG1; Q9CSR5; [Mus musculus (Mouse)],7,0.42,0.51,0.63,0.20,-0.16,-0.15,25.07,25.07,25.23,24.87,24.87,25.01
CCAR2_MOUSE,Cell cycle and apoptosis regulator protein 2; AltName: Full=Cell division cycle and apoptosis regulator protein 2; Accession=Q8VDP4; Q6PIB1; Q8BWR5; Q8C0F0; Q8R3G6; [Mus musculus (Mouse)],2,0.57,,,,-0.18,,23.34,,23.51,,,
CCD12_MOUSE,Coiled-coil domain-containing protein 12; Accession=Q8R344; Q9CZH5; [Mus musculus (Mouse)],1,0.36,0.45,0.70,-0.21,0.25,0.09,23.45,23.45,23.21,23.66,23.66,23.57
CCD22_MOUSE,Coiled-coil domain-containing protein 22; Accession=Q9JIG7; B1AVA1; Q8BYH4; [Mus musculus (Mouse)],3,0.05,0.10,0.68,0.50,0.61,0.14,25.17,25.17,24.56,24.67,24.67,24.53
CCD25_MOUSE,Coiled-coil domain-containing protein 25; Accession=Q78PG9; Q9CSQ8; Q9CUF8; [Mus musculus (Mouse)],3,0.58,0.81,0.63,0.08,-0.14,0.23,23.76,23.76,23.90,23.68,23.68,23.45
CCD47_MOUSE,Coiled-coil domain-containing protein 47; AltName: Full=Adipocyte-specific protein 4; Flags: Precursor; Accession=Q9D024; B1AR94; Q3TSB5; Q3V1S7; Q8C5D9; Q920S6; [Mus musculus (Mouse)],16,0.98,0.52,0.49,0.13,0.00,-0.12,26.41,26.41,26.41,26.28,26.28,26.40
CCD50_MOUSE,Coiled-coil domain-containing protein 50; AltName: Full=Protein Ymer; Accession=Q810U5; A6X929; Q3TRW1; Q8BP82; Q9CZT1; Q9D436; [Mus musculus (Mouse)],4,0.85,0.26,0.72,0.32,-0.07,-0.13,24.56,24.56,24.63,24.24,24.24,24.37
CCD51_MOUSE,Coiled-coil domain-containing protein 51; Accession=Q3URS9; Q4QQL1; Q9CXS1; [Mus musculus (Mouse)],1,0.02,0.74,0.52,-0.08,0.52,0.16,22.07,22.07,21.55,22.15,22.15,21.99
CCD58_MOUSE,Coiled-coil domain-containing protein 58; Accession=Q8R3Q6; Q3UXM5; [Mus musculus (Mouse)],2,0.12,0.21,0.09,0.59,0.93,1.94,24.92,24.92,23.99,24.33,24.33,22.39
CCD93_MOUSE,Coiled-coil domain-containing protein 93; Accession=Q7TQK5; Q3TX53; [Mus musculus (Mouse)],5,0.75,0.56,0.60,0.20,-0.11,-0.09,24.45,24.45,24.56,24.25,24.25,24.33
CCD97_MOUSE,Coiled-coil domain-containing protein 97; Accession=Q9DBT3; Q922V3; [Mus musculus (Mouse)],1,0.86,0.73,0.25,-0.14,-0.07,0.44,22.28,22.28,22.34,22.41,22.41,21.97
CCDC6_MOUSE,Coiled-coil domain-containing protein 6; Accession=D3YZP9; [Mus musculus (Mouse)],7,0.07,0.63,0.61,0.14,-0.49,-0.17,23.11,23.11,23.59,22.97,22.97,23.14
